8.480262524608476182e-01, 2.826990610810364846e-02, 4.353058112106211297e+00
7.276753217166325172e-01, 5.150324149724118117e-01, 4.707698614557674688e+00
5.847521970011474446e-01, 7.195910936009692893e-01, 3.757358272160140178e+00
1.135676664717434337e-01, 8.329392800617573256e-01, 2.250731382447984430e+00
1.269885450414143246e-01, 7.792515438029531394e-01, 3.254951725846319199e+00
3.301955086786417803e-01, 9.796567364458911298e-01, 4.111000013896966010e+00
8.825103638995326349e-01, 9.193016459503932092e-01, 3.689796297949349935e+00
9.995531414424336791e-01, 2.054814789829494392e-01, 4.855814269090880764e+00
7.172946586665567281e-01, 3.001577092344203113e-01, 4.382184736312448869e+00
3.544672032632139036e-01, 8.911920070307864927e-01, 3.508285511748912011e+00
9.712136915643637680e-01, 5.006621735869509759e-01, 4.156981826006743930e+00
7.108601152316883498e-01, 6.718647500356949021e-01, 3.279250650995125138e+00
6.234681675298218151e-01, 5.802269909871238251e-02, 4.701997781161353807e+00
2.457703053624492595e-01, 5.124303972517917360e-01, 2.686769968791676177e+00
4.300075768145544819e-01, 5.538762549733888818e-02, 4.475263681896432644e+00
8.224504172659297119e-03, 6.717022876609801685e-01, 2.721807187576346987e+00
9.287379492683000004e-01, 9.298822245782460971e-01, 4.985031175035079976e+00
4.916259737957048293e-01, 8.681404394026059901e-01, 3.754763634483574641e+00
7.259023684351977312e-01, 6.783847375917101408e-01, 4.423680842087258647e+00
8.585516867591180823e-02, 8.687494324517142097e-02, 3.874455174438368843e+00
7.003915447226694013e-01, 9.252313404048194689e-01, 3.789412639794110582e+00
6.840690756864156175e-01, 2.760879992264827498e-01, 3.731903771946651904e+00
8.446444063850910844e-01, 5.660449433083256654e-01, 4.749983666731551146e+00
6.837288657700346661e-02, 5.090115953503295820e-01, 2.461885566646316192e+00
9.146729154200450296e-03, 9.328391352848224294e-01, 2.177285952190944229e+00
2.642851028490269538e-01, 4.929350395431491005e-01, 2.875785951356992332e+00
1.670133141129626075e-03, 6.756623962385194249e-01, 2.569736218637358682e+00
8.984287507574360010e-01, 1.639385721775190596e-01, 4.463723682930827330e+00
6.512800742243366470e-01, 4.483980729599973403e-01, 3.441369439053168833e+00
2.735140837637246580e-01, 8.580015370294999943e-01, 3.477832529191520194e+00
3.201266586718597429e-01, 4.378908134023711263e-01, 3.627522502935054405e+00
4.844765244111605140e-01, 7.747856637107138900e-01, 3.901759527948167161e+00
8.016184702330504397e-01, 4.189455834234467879e-03, 4.629536990609968150e+00
9.554559347997610974e-01, 5.395867383107455506e-02, 5.273088069911682219e+00
8.362130672726761915e-01, 5.485429422451670867e-03, 4.646536332574406458e+00
7.588235526489550686e-02, 1.050910096998386445e-01, 3.464123172865232636e+00
2.249702250587883867e-01, 6.462782765781341920e-01, 2.499573371493913676e+00
6.339405230020406234e-01, 7.403426682570952710e-01, 2.825428198046479267e+00
9.685672488817609338e-01, 3.674390434746729328e-01, 5.136017900659995306e+00
9.238837383989060292e-01, 8.229202906564119235e-01, 4.855993141952615666e+00
5.759411460138055272e-01, 3.688368660032788071e-01, 3.947831629161599132e+00
4.229498456363997017e-01, 9.894113616200075345e-01, 3.659592667105436181e+00
8.515558322756648924e-01, 9.130111188266079036e-01, 4.338249070831309062e+00
1.568831794637352006e-01, 6.852712291905447284e-01, 3.765703855100329012e+00
7.132284440137335313e-01, 8.089762465986014561e-01, 4.211794062878013278e+00
2.357674813153770588e-01, 1.502854893789562496e-02, 2.877482409418846920e+00
4.137002095779471755e-01, 5.406150046671731602e-01, 3.579621142227049635e+00
7.236460191432854128e-01, 6.354534405425629195e-01, 4.244054895580548603e+00
6.922349390253931256e-01, 7.568360417579714783e-01, 3.839454371773022512e+00
9.642937202142540798e-01, 4.353191706241920089e-01, 4.321328102837092899e+00
5.148049939726444535e-01, 9.446806654621375809e-01, 3.673748430251658093e+00
3.951900944567258156e-01, 8.439083183304413316e-01, 3.962535293330779140e+00
6.365879046394685714e-01, 9.193557320014451584e-01, 3.063244018763785714e+00
9.283727028287710459e-01, 3.222430433328817845e-01, 6.098550355718208138e+00
8.653128369919884655e-01, 2.735631486923080224e-01, 4.088877568150635078e+00
8.433735657842538203e-01, 1.523941633291021613e-01, 4.386133488072442965e+00
7.652155719093444164e-01, 9.428733646514896316e-01, 3.802771859935568877e+00
