0.000000000000000000e+00, 3.354626279025118532e-04
1.010101010101010083e-01, 4.999206779573780058e-04
2.020202020202020166e-01, 7.374404100615479908e-04
3.030303030303030387e-01, 1.076766758531687166e-03
4.040404040404040331e-01, 1.556270993742927145e-03
5.050505050505050830e-01, 2.226474277569205022e-03
6.060606060606060774e-01, 3.152964035675710937e-03
7.070707070707070718e-01, 4.419663733784612823e-03
8.080808080808080662e-01, 6.132369489282128196e-03
9.090909090909090606e-01, 8.422408014600927390e-03
1.010101010101010166e+00, 1.145020111050951660e-02
1.111111111111111160e+00, 1.540844557118878529e-02
1.212121212121212155e+00, 2.052453933573554490e-02
1.313131313131313149e+00, 2.706181270191988786e-02
1.414141414141414144e+00, 3.531906721878514538e-02
1.515151515151515138e+00, 4.562789594498920659e-02
1.616161616161616132e+00, 5.834726929084096958e-02
1.717171717171717127e+00, 7.385493227863049182e-02
1.818181818181818121e+00, 9.253528115842203638e-02
1.919191919191919116e+00, 1.147635752073495191e-01
2.020202020202020332e+00, 1.408865925476422143e-01
2.121212121212121104e+00, 1.712001486931481464e-01
2.222222222222222321e+00, 2.059242464341987378e-01
2.323232323232323093e+00, 2.451769900389549617e-01
2.424242424242424310e+00, 2.889487423304250568e-01
2.525252525252525082e+00, 3.370782913259086078e-01
2.626262626262626299e+00, 3.892329832442441573e-01
2.727272727272727071e+00, 4.448948328716429979e-01
2.828282828282828287e+00, 5.033545103172080148e-01
2.929292929292929060e+00, 5.637148076146470954e-01
3.030303030303030276e+00, 6.249047089687883583e-01
3.131313131313131048e+00, 6.857045439962640154e-01
3.232323232323232265e+00, 7.447819337574209664e-01
3.333333333333333481e+00, 8.007374029168081719e-01
3.434343434343434254e+00, 8.521577002119138378e-01
3.535353535353535470e+00, 8.976741229722802196e-01
3.636363636363636243e+00, 9.360225578954147752e-01
3.737373737373737459e+00, 9.661015974941922213e-01
3.838383838383838231e+00, 9.870250184978526242e-01
3.939393939393939448e+00, 9.981651381299404546e-01
4.040404040404040664e+00, 9.991840897954091805e-01
4.141414141414140992e+00, 9.900508439015390794e-01
4.242424242424242209e+00, 9.710427774086135555e-01
4.343434343434343425e+00, 9.427316813374205795e-01
4.444444444444444642e+00, 9.059551911095095056e-01
4.545454545454544970e+00, 8.617756314171566290e-01
4.646464646464646187e+00, 8.114290962265988671e-01
4.747474747474747403e+00, 7.562681657824562587e-01
4.848484848484848619e+00, 6.977019528530101766e-01
4.949494949494949836e+00, 6.371371569475683394e-01
5.050505050505050164e+00, 5.759235052053681692e-01
5.151515151515151381e+00, 5.153064163306064760e-01
5.252525252525252597e+00, 4.563890040359156464e-01
5.353535353535353813e+00, 4.001047158000037296e-01
5.454545454545454142e+00, 3.472010612276299479e-01
5.555555555555555358e+00, 2.982340961814216596e-01
5.656565656565656575e+00, 2.535726555739642452e-01
5.757575757575757791e+00, 2.134108128903235146e-01
5.858585858585858119e+00, 1.777867115529656872e-01
5.959595959595959336e+00, 1.466057654658156073e-01
6.060606060606060552e+00, 1.196662491095593917e-01
6.161616161616161769e+00, 9.668546335425477756e-02
6.262626262626262097e+00, 7.732493491155092991e-02
6.363636363636363313e+00, 6.121344465093164766e-02
6.464646464646464530e+00, 4.796704348995193407e-02
6.565656565656565746e+00, 3.720556967558652506e-02
6.666666666666666963e+00, 2.856550078455035238e-02
6.767676767676767291e+00, 2.170923907616531187e-02
6.868686868686868507e+00, 1.633113002139567962e-02
6.969696969696969724e+00, 1.216064883271965498e-02
7.070707070707070940e+00, 8.963262884716752601e-03
7.171717171717171269e+00, 6.539497778874116263e-03
7.272727272727272485e+00, 4.722712790075706685e-03
7.373737373737373701e+00, 3.376039731608912291e-03
7.474747474747474918e+00, 2.388869573731906230e-03
7.575757575757575246e+00, 1.673193638677002680e-03
7.676767676767676463e+00, 1.160028999668893035e-03
7.777777777777777679e+00, 7.960866914957303534e-04
7.878787878787878896e+00, 5.407801686433583209e-04
7.979797979797979224e+00, 3.636218950727868916e-04
8.080808080808081328e+00, 2.420182803088220651e-04
8.181818181818181657e+00, 1.594465737139276744e-04
8.282828282828281985e+00, 1.039803051725746738e-04
8.383838383838384090e+00, 6.712060461954597946e-05
8.484848484848484418e+00, 4.288737921849832322e-05
8.585858585858586522e+00, 2.712514271468929452e-05
8.686868686868686851e+00, 1.698178865033974142e-05
8.787878787878787179e+00, 1.052358484771679582e-05
8.888888888888889284e+00, 6.455246906632668545e-06
8.989898989898989612e+00, 3.919501954342189888e-06
9.090909090909089940e+00, 2.355688100912184799e-06
9.191919191919192045e+00, 1.401436960030781672e-06
9.292929292929292373e+00, 8.252741110531361381e-07
9.393939393939394478e+00, 4.810516978177373048e-07
9.494949494949494806e+00, 2.775582610621289106e-07
9.595959595959595134e+00, 1.585205023218313997e-07
9.696969696969697239e+00, 8.961600872711403520e-08
9.797979797979797567e+00, 5.014811708577266823e-08
9.898989898989899672e+00, 2.777746061925370650e-08
1.000000000000000000e+01, 1.522997974471262915e-08
