0.000000000000000000e+00, 1.657419194277085239e+01
2.040816326530612290e-01, 1.560080726387796091e+01
4.081632653061224580e-01, 1.312262658355903255e+01
6.122448979591836871e-01, 1.248380904655100032e+01
8.163265306122449161e-01, 9.123316351318354833e+00
1.020408163265306145e+00, 8.177825864505306797e+00
1.224489795918367374e+00, 8.227156265968003979e+00
1.428571428571428603e+00, 4.180451773900982104e+00
1.632653061224489832e+00, 5.085879720401583981e+00
1.836734693877551061e+00, 4.052138600815196945e+00
2.040816326530612290e+00, 4.886556879416994015e+00
2.244897959183673741e+00, 3.201991881074864210e+00
2.448979591836734748e+00, 2.910303754600587212e+00
2.653061224489795755e+00, 2.686970912161566805e+00
2.857142857142857206e+00, 2.955623461411295949e+00
3.061224489795918657e+00, 8.040513958045203413e-01
3.265306122448979664e+00, 1.019264499956032299e+00
3.469387755102040671e+00, 5.504980233372915865e-01
3.673469387755102122e+00, -1.013119448044932147e+00
3.877551020408163573e+00, -4.438960947045714200e-01
4.081632653061224580e+00, 9.902016817904073509e-01
4.285714285714285587e+00, -3.252463566520356619e-01
4.489795918367347483e+00, 1.063213137191901136e+00
4.693877551020408490e+00, 1.088102882030590468e+00
4.897959183673469497e+00, 2.526923532228199765e+00
5.102040816326530503e+00, 2.963864547461742660e+00
5.306122448979591510e+00, 6.647071756334943515e-03
5.510204081632653406e+00, 3.003798934461145098e+00
5.714285714285714413e+00, 1.734103864354934910e+00
5.918367346938775420e+00, 3.903457214896267402e+00
6.122448979591837315e+00, 4.680806275788500947e+00
6.326530612244898322e+00, 4.522333808685631951e+00
6.530612244897959329e+00, 6.557438976925062946e+00
6.734693877551020336e+00, 6.335897168614042840e+00
6.938775510204081343e+00, 7.534754039569931727e+00
7.142857142857143238e+00, 1.058782257339033528e+01
7.346938775510204245e+00, 1.173843223079922282e+01
7.551020408163265252e+00, 1.246112558534768944e+01
7.755102040816327147e+00, 1.420847830492924224e+01
7.959183673469388154e+00, 1.527951452926336984e+01
8.163265306122449161e+00, 1.609532636380881954e+01
8.367346938775510168e+00, 1.674787522426672837e+01
8.571428571428571175e+00, 2.056482728725374898e+01
8.775510204081632182e+00, 2.245559378427983788e+01
8.979591836734694965e+00, 2.381841746691732453e+01
9.183673469387755972e+00, 2.541739717797088005e+01
9.387755102040816979e+00, 2.725682032146409384e+01
9.591836734693877986e+00, 3.053089322342877665e+01
9.795918367346938993e+00, 3.243679670816522531e+01
1.000000000000000000e+01, 3.501276206573916028e+01
